id,customer_name,sentiment,csat_score,call_timestamp,Time,reason,city,state,channel,response_time,call duration in minutes,call_center,Agent,Answered (Y/N),Resolved,Speed of answer in seconds,Satisfaction rating
RIT-38138793-G-598980-PC,Tess Ferschke,Very Negative,0,10/21/2020 0:00,0.432002315,Billing Question,Philadelphia,Pennsylvania,Chatbot,Within SLA,16,Baltimore/MD,Jim,Y,Y,94,5
WNT-65635840-g-987532-HA,Anna-diana Tilburn,Negative,0,10/6/2020 0:00,0.475,Payments,El Paso,Texas,Call-Center,Within SLA,8,Los Angeles/CA,Becky,Y,Y,43,3
KHO-38809863-6-087289-mg,Calli Sterley,Negative,0,10/9/2020 0:00,0.475,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,10,Baltimore/MD,Martha,N,N,0,0
XWI-88324156-k-051074-US,Robinette Farres,Negative,5,10/3/2020 0:00,0.5,Billing Question,Seattle,Washington,Call-Center,Below SLA,16,Baltimore/MD,Joe,Y,Y,58,5
QBF-33433674-t-429927-zE,Madelene Capineer,Neutral,0,10/6/2020 0:00,0.5,Billing Question,Akron,Ohio,Call-Center,Below SLA,20,Los Angeles/CA,Greg,Y,Y,15,1
BUN-09233111-Z-573282-D1,Mayer Beathem,Negative,0,10/23/2020 0:00,0.505,Billing Question,Chicago,Illinois,Web,Within SLA,39,Denver/CO,Becky,Y,Y,102,1
MCJ-71328193-n-673439-8x,Merle Deerr,Neutral,5,10/23/2020 0:00,0.505,Billing Question,Saint Petersburg,Florida,Email,Within SLA,30,Los Angeles/CA,Greg,Y,Y,40,2
AVI-79838800-I-299911-o5,Maribelle MacNalley,Negative,0,10/4/2020 0:00,0.51900463,Billing Question,Houston,Texas,Chatbot,Within SLA,18,Baltimore/MD,Diane,Y,Y,63,2
FRZ-70866553-w-165383-PF,Woodman Spaule,Negative,0,10/10/2020 0:00,0.51900463,Payments,Mobile,Alabama,Call-Center,Above SLA,28,Los Angeles/CA,Martha,Y,Y,77,4
CBE-75171930-q-229125-47,Waldo Fawson,Negative,0,10/18/2020 0:00,0.54099537,Payments,Duluth,Georgia,Call-Center,Below SLA,25,Los Angeles/CA,Martha,Y,Y,93,4
BDD-18479149-8-936173-eO,Lilas Loines,Very Negative,0,10/23/2020 0:00,0.54099537,Billing Question,Brooklyn,New York,Call-Center,Below SLA,25,Baltimore/MD,Becky,Y,Y,101,5
MUC-05728355-G-444932-dr,Jacinda Bilson,Positive,0,10/15/2020 0:00,0.542002315,Billing Question,Fort Worth,Texas,Web,Within SLA,24,Baltimore/MD,Stewart,Y,Y,34,5
NOL-02433924-h-150497-88,Leela Wilman,Very Negative,3,10/20/2020 0:00,0.542002315,Payments,Philadelphia,Pennsylvania,Call-Center,Within SLA,13,Los Angeles/CA,Stewart,Y,Y,64,5
TCO-47019924-z-603681-LF,Clive Barrick,Negative,0,10/28/2020 0:00,0.56,Payments,Saint Louis,Missouri,Call-Center,Within SLA,42,Baltimore/MD,Greg,Y,N,25,3
VXS-51204348-Z-565498-24,Imojean Syrad,Negative,0,10/14/2020 0:00,0.56,Billing Question,Anaheim,California,Web,Within SLA,10,Los Angeles/CA,Jim,Y,Y,122,4
BDI-83148154-H-273082-Ws,Rhodie Hazley,Negative,0,10/12/2020 0:00,0.56,Billing Question,Gainesville,Georgia,Call-Center,Within SLA,14,Los Angeles/CA,Stewart,Y,Y,36,4
WQH-95555567-l-241201-if,Allayne Blaxley,Very Positive,0,10/25/2020 0:00,0.56,Billing Question,San Antonio,Texas,Call-Center,Within SLA,43,Los Angeles/CA,Stewart,Y,Y,37,3
ICO-36920809-G-464985-Us,Linn Hails,Negative,0,10/5/2020 0:00,0.582997685,Billing Question,Alexandria,Virginia,Email,Within SLA,21,Baltimore/MD,Joe,Y,Y,112,3
FSK-91502056-5-290426-ic,Yoshiko Grevel,Very Negative,4,10/8/2020 0:00,0.582997685,Service Outage,Pasadena,California,Chatbot,Above SLA,10,Los Angeles/CA,Diane,N,N,0,0
KPG-47552601-R-278853-n3,Franky Minette,Negative,0,10/29/2020 0:00,0.58599537,Billing Question,Nashville,Tennessee,Chatbot,Within SLA,30,Los Angeles/CA,Jim,Y,Y,57,3
DME-39890821-J-703409-oy,Carri Lapthorne,Neutral,0,10/3/2020 0:00,0.58599537,Billing Question,Washington,District of Columbia,Email,Within SLA,31,Chicago/IL,Jim,Y,Y,14,3
AZG-10704554-X-220536-VH,Gerta Sides,Positive,0,10/26/2020 0:00,0.667002315,Billing Question,Spring Hill,Florida,Web,Below SLA,42,Los Angeles/CA,Becky,Y,Y,72,2
DXB-44942166-8-932034-db,Muhammad Borth,Neutral,6,10/3/2020 0:00,0.667002315,Billing Question,Charlotte,North Carolina,Chatbot,Within SLA,20,Los Angeles/CA,Becky,Y,Y,60,3
FIL-19187600-c-338907-No,Cahra Torrijos,Positive,9,10/24/2020 0:00,0.68099537,Billing Question,Springfield,Massachusetts,Chatbot,Below SLA,39,Baltimore/MD,Becky,Y,Y,52,5
ZCA-95027789-h-526806-5W,Tades Graddell,Neutral,0,10/4/2020 0:00,0.68099537,Payments,Chicago,Illinois,Call-Center,Within SLA,5,Denver/CO,Stewart,N,N,0,0
LSC-90407220-s-786193-D9,Jeffy Franzman,Negative,0,10/8/2020 0:00,0.737997685,Payments,New York City,New York,Call-Center,Within SLA,29,Los Angeles/CA,Joe,Y,Y,73,3
YRC-81623887-o-622085-ZC,Tandy Balchen,Neutral,0,10/21/2020 0:00,0.737997685,Billing Question,Seattle,Washington,Web,Within SLA,14,Los Angeles/CA,Becky,Y,Y,108,4
NUW-51079411-F-632881-0o,Cherie Shermar,Positive,0,10/30/2020 0:00,0.747002315,Billing Question,Washington,District of Columbia,Email,Within SLA,30,Los Angeles/CA,Joe,Y,Y,50,4
WXN-51277394-G-224873-pl,Ianthe Mc Grath,Negative,0,10/11/2020 0:00,0.747002315,Billing Question,San Jose,California,Web,Below SLA,24,Los Angeles/CA,Stewart,N,N,0,0
LWX-91361164-Y-223825-G5,Maurizio Farnaby,Very Negative,0,10/22/2020 0:00,0.747997685,Billing Question,Knoxville,Tennessee,Email,Within SLA,13,Los Angeles/CA,Joe,Y,N,100,2
SWG-00696105-2-688877-rh,Bastien Slocomb,Very Negative,0,10/11/2020 0:00,0.747997685,Billing Question,Mesa,Arizona,Email,Below SLA,20,Denver/CO,Joe,Y,Y,69,3
BIF-95951322-O-659216-ZX,Rafferty Larchier,Neutral,0,10/17/2020 0:00,0.38900463,Billing Question,Las Vegas,Nevada,Chatbot,Within SLA,29,Los Angeles/CA,Becky,Y,Y,39,1
WJV-79741678-U-529861-Jg,Derwin Lodwig,Neutral,8,10/26/2020 0:00,0.38900463,Billing Question,Newport News,Virginia,Email,Within SLA,5,Denver/CO,Jim,Y,Y,71,5
OST-82055579-6-130827-sg,Andie Tomenson,Very Negative,3,10/16/2020 0:00,0.40099537,Service Outage,Trenton,New Jersey,Chatbot,Within SLA,11,Denver/CO,Dan,N,N,0,0
KPL-46653279-4-608249-QR,Samuel Woodrup,Very Positive,0,10/4/2020 0:00,0.40099537,Billing Question,Suffolk,Virginia,Email,Within SLA,10,Los Angeles/CA,Greg,Y,Y,79,5
UKT-88566983-c-611845-gv,Jilly MacParlan,Neutral,7,10/5/2020 0:00,0.41400463,Billing Question,Carol Stream,Illinois,Call-Center,Within SLA,13,Denver/CO,Martha,Y,Y,57,3
ZNL-40704628-d-213535-qT,Dorena Orae,Positive,0,10/23/2020 0:00,0.41400463,Service Outage,Columbus,Ohio,Chatbot,Within SLA,5,Los Angeles/CA,Diane,Y,Y,82,4
LSO-83079133-U-871686-rR,Alvira Phillips,Positive,0,10/25/2020 0:00,0.427002315,Billing Question,Cincinnati,Ohio,Call-Center,Within SLA,13,Los Angeles/CA,Jim,Y,Y,73,1
USZ-12850566-C-565578-Z5,Eldon Kiehnlt,Neutral,0,10/19/2020 0:00,0.427002315,Billing Question,Fort Worth,Texas,Chatbot,Below SLA,32,Los Angeles/CA,Jim,Y,Y,110,5
NYN-19086118-h-785516-WJ,Rochelle Probate,Neutral,0,10/4/2020 0:00,0.43,Payments,Chicago,Illinois,Call-Center,Within SLA,42,Los Angeles/CA,Martha,Y,Y,106,5
RHF-44711932-W-537896-rm,Val Emmison,Negative,0,10/5/2020 0:00,0.43,Billing Question,Los Angeles,California,Web,Within SLA,30,Baltimore/MD,Jim,Y,Y,92,4
FYE-16598561-v-563832-zA,Raffaello Coling,Negative,0,10/2/2020 0:00,0.43400463,Billing Question,Tyler,Texas,Call-Center,Below SLA,22,Los Angeles/CA,Greg,Y,Y,28,4
RJE-18735321-U-317578-03,Allsun Payze,Very Negative,0,10/11/2020 0:00,0.43400463,Billing Question,Schaumburg,Illinois,Call-Center,Within SLA,5,Los Angeles/CA,Martha,Y,Y,108,1
WYW-01056728-Q-902075-2v,Alva Cessford,Very Positive,0,10/17/2020 0:00,0.45400463,Service Outage,Las Vegas,Nevada,Email,Above SLA,28,Denver/CO,Becky,Y,Y,57,4
UUT-52185354-H-341221-CC,Gert Boak,Neutral,6,10/16/2020 0:00,0.45400463,Billing Question,Salt Lake City,Utah,Chatbot,Below SLA,40,Baltimore/MD,Martha,Y,Y,109,3
AZO-83759728-H-248350-xj,Lissy Andrea,Negative,0,10/21/2020 0:00,0.457997685,Billing Question,West Palm Beach,Florida,Email,Below SLA,28,Baltimore/MD,Greg,Y,Y,55,2
HQN-00935241-e-537084-LL,Hunter Myrkus,Very Negative,0,10/7/2020 0:00,0.457997685,Billing Question,Toledo,Ohio,Chatbot,Within SLA,16,Baltimore/MD,Martha,N,N,0,0
SIG-26451673-9-002686-fi,Carleton Rapp,Negative,5,10/6/2020 0:00,0.46900463,Billing Question,Fresno,California,Chatbot,Within SLA,6,Baltimore/MD,Dan,Y,Y,68,1
JKG-24501084-T-450259-e8,Arlette Ducker,Very Positive,0,10/24/2020 0:00,0.46900463,Billing Question,New York City,New York,Chatbot,Within SLA,41,Denver/CO,Jim,Y,N,46,3
RBL-36618051-z-968236-rV,Willow Ancliffe,Neutral,0,10/12/2020 0:00,0.502002315,Billing Question,Tampa,Florida,Web,Below SLA,22,Los Angeles/CA,Jim,Y,Y,30,3
VRU-28102021-j-476589-tY,Ximenez Whewell,Negative,0,10/22/2020 0:00,0.502002315,Payments,Mobile,Alabama,Call-Center,Within SLA,33,Los Angeles/CA,Martha,Y,Y,107,4
OGM-92088669-R-232521-gg,Cyrill Realph,Positive,7,10/1/2020 0:00,0.502002315,Billing Question,Colorado Springs,Colorado,Email,Within SLA,42,Denver/CO,Greg,Y,Y,122,5
PTE-68310446-5-414112-C7,Helga Meah,Very Positive,9,10/24/2020 0:00,0.502002315,Payments,Washington,District of Columbia,Call-Center,Below SLA,45,Chicago/IL,Martha,N,N,0,0
GCQ-40136447-y-419516-vY,Karlyn Bereford,Very Positive,0,10/3/2020 0:00,0.505,Billing Question,Denver,Colorado,Email,Within SLA,12,Chicago/IL,Stewart,Y,Y,18,5
PTW-95025789-B-304312-QT,Valaree Gilhooly,Neutral,7,10/19/2020 0:00,0.505,Payments,Winter Haven,Florida,Call-Center,Below SLA,37,Chicago/IL,Joe,N,N,0,0
NCA-95251709-E-883034-Dt,Wain Custard,Negative,0,10/25/2020 0:00,0.657997685,Billing Question,Evansville,Indiana,Chatbot,Below SLA,39,Baltimore/MD,Joe,N,N,0,0
TYB-28366508-R-200517-2p,Jemmie Brymner,Positive,0,10/29/2020 0:00,0.657997685,Billing Question,Detroit,Michigan,Email,Within SLA,40,Baltimore/MD,Joe,N,N,0,0
ZQS-95304056-8-017034-uW,Carolus MacKartan,Neutral,0,10/5/2020 0:00,0.65900463,Billing Question,Fort Wayne,Indiana,Call-Center,Within SLA,13,Los Angeles/CA,Martha,N,N,0,0
LBY-31247557-I-073552-Hc,Fonz D'Antuoni,Negative,0,10/28/2020 0:00,0.65900463,Payments,Pinellas Park,Florida,Call-Center,Within SLA,25,Baltimore/MD,Stewart,Y,Y,99,4
BGD-11793230-M-615698-fl,Baird Krinks,Very Negative,3,10/12/2020 0:00,0.66900463,Service Outage,Kansas City,Missouri,Email,Below SLA,15,Baltimore/MD,Dan,Y,Y,52,2
EAI-18076539-h-132196-K7,Delcina Clubbe,Neutral,0,10/17/2020 0:00,0.66900463,Billing Question,Spartanburg,South Carolina,Email,Above SLA,24,Los Angeles/CA,Martha,N,N,0,0
GNE-81946407-V-674872-mv,Lyman Siveter,Very Negative,0,10/22/2020 0:00,0.68099537,Billing Question,Jacksonville,Florida,Web,Above SLA,22,Los Angeles/CA,Becky,N,N,0,0
CMM-90546888-b-925173-yK,Marcille Thornally,Neutral,0,10/26/2020 0:00,0.68099537,Billing Question,Woburn,Massachusetts,Email,Within SLA,17,Los Angeles/CA,Jim,Y,Y,79,3
SNR-18212287-B-233987-SI,Tabby Crellin,Negative,0,10/8/2020 0:00,0.687002315,Billing Question,Richmond,Virginia,Call-Center,Within SLA,16,Chicago/IL,Martha,Y,Y,112,5
FGP-41308419-y-810076-7m,Avie Pawsey,Negative,0,10/15/2020 0:00,0.687002315,Service Outage,Hartford,Connecticut,Chatbot,Within SLA,22,Los Angeles/CA,Diane,Y,Y,16,3
JCA-88312617-g-370496-ig,Zorah Griggs,Neutral,8,10/11/2020 0:00,0.69900463,Billing Question,Columbia,South Carolina,Web,Within SLA,23,Baltimore/MD,Joe,Y,Y,22,3
QFX-95491299-X-888629-j9,Carey Matzel,Negative,6,10/5/2020 0:00,0.69900463,Billing Question,Greensboro,North Carolina,Chatbot,Within SLA,45,Baltimore/MD,Dan,Y,Y,115,1
INZ-85378537-W-883050-Sh,Osbourne Tippler,Positive,8,10/23/2020 0:00,0.71599537,Billing Question,Hyattsville,Maryland,Call-Center,Within SLA,21,Denver/CO,Dan,Y,Y,125,4
WDM-09485113-O-304030-2D,Caesar Boobier,Very Negative,0,10/12/2020 0:00,0.71599537,Billing Question,Port Charlotte,Florida,Call-Center,Above SLA,12,Denver/CO,Martha,Y,Y,68,3
QHK-60266185-o-091631-B7,Jolyn Valsler,Positive,0,10/29/2020 0:00,0.727002315,Service Outage,Huntington,West Virginia,Chatbot,Within SLA,21,Chicago/IL,Jim,Y,Y,44,4
WFQ-19110361-v-273602-eB,Zebulon Clews,Negative,5,10/16/2020 0:00,0.727002315,Billing Question,Raleigh,North Carolina,Chatbot,Below SLA,40,Baltimore/MD,Becky,N,N,0,0
LWW-45908024-T-690610-ms,Amby MacAndrew,Negative,0,10/21/2020 0:00,0.727002315,Billing Question,Atlanta,Georgia,Call-Center,Within SLA,6,Chicago/IL,Stewart,Y,Y,119,4
WQA-97100905-r-017565-z4,Aundrea Biner,Very Negative,0,10/4/2020 0:00,0.727002315,Service Outage,Knoxville,Tennessee,Email,Within SLA,31,Denver/CO,Martha,Y,Y,62,5
YBW-50345398-9-687402-A2,Laughton Pauleit,Negative,5,10/17/2020 0:00,0.727002315,Billing Question,Zephyrhills,Florida,Email,Within SLA,31,Los Angeles/CA,Greg,Y,Y,84,5
DDP-55166817-u-295941-QI,Rosalind Ceccoli,Very Negative,0,10/13/2020 0:00,0.727002315,Service Outage,Minneapolis,Minnesota,Chatbot,Within SLA,17,Los Angeles/CA,Martha,N,N,0,0
MRF-91032358-m-274294-yj,Cris Sallowaye,Positive,9,10/30/2020 0:00,0.73400463,Billing Question,White Plains,New York,Call-Center,Within SLA,12,Chicago/IL,Greg,Y,Y,75,4
OSQ-14990160-y-129416-zC,Romeo Hauch,Neutral,0,10/7/2020 0:00,0.73400463,Billing Question,Fort Wayne,Indiana,Call-Center,Above SLA,17,Los Angeles/CA,Martha,Y,Y,114,4
ZPK-35352689-J-506529-EL,Honoria Ratter,Very Positive,9,10/29/2020 0:00,0.735,Payments,Johnstown,Pennsylvania,Call-Center,Within SLA,24,Los Angeles/CA,Dan,N,N,0,0
UWK-03235835-8-836183-7C,Felice Margaritelli,Very Negative,3,10/2/2020 0:00,0.735,Billing Question,Camden,New Jersey,Email,Within SLA,28,Chicago/IL,Stewart,Y,Y,21,4
AMA-84166640-J-364825-jb,Karlens Curston,Negative,5,10/13/2020 0:00,0.382997685,Payments,Charlotte,North Carolina,Call-Center,Below SLA,38,Los Angeles/CA,Stewart,N,N,0,0
WMO-32565936-I-311732-a0,Emeline Zupone,Negative,4,10/30/2020 0:00,0.382997685,Billing Question,Raleigh,North Carolina,Email,Within SLA,19,Chicago/IL,Diane,Y,Y,20,3
IMA-67651160-s-409024-gb,Javier Robjohns,Neutral,0,10/11/2020 0:00,0.382997685,Billing Question,Boston,Massachusetts,Chatbot,Above SLA,9,Los Angeles/CA,Diane,Y,Y,112,1
RHG-93842508-x-518466-HW,Les McCarthy,Neutral,5,10/16/2020 0:00,0.382997685,Service Outage,Port Washington,New York,Web,Within SLA,37,Los Angeles/CA,Becky,Y,Y,85,4
KYU-44261184-u-604317-sU,Dewie Tilmouth,Neutral,7,10/6/2020 0:00,0.392002315,Billing Question,Shawnee Mission,Kansas,Email,Within SLA,18,Los Angeles/CA,Martha,Y,Y,34,3
RVT-19552823-p-290597-Gp,Billy Polendine,Neutral,5,10/5/2020 0:00,0.392002315,Billing Question,Minneapolis,Minnesota,Web,Within SLA,27,Los Angeles/CA,Diane,Y,Y,53,4
VFC-69261345-0-375070-TX,Aloysius Hue,Negative,0,10/8/2020 0:00,0.40900463,Billing Question,Alexandria,Virginia,Email,Within SLA,28,Baltimore/MD,Martha,Y,Y,103,5
NGG-85740548-W-924407-UC,Cynthy Sawdon,Negative,4,10/21/2020 0:00,0.40900463,Billing Question,Hialeah,Florida,Call-Center,Below SLA,6,Los Angeles/CA,Becky,Y,Y,98,4
QJC-34052419-7-168310-8t,Daveen Konig,Negative,4,10/8/2020 0:00,0.41599537,Billing Question,New York City,New York,Chatbot,Within SLA,10,Baltimore/MD,Becky,Y,Y,23,1
VJX-33786224-E-458867-vp,Rossie Hammill,Negative,0,10/28/2020 0:00,0.41599537,Billing Question,Knoxville,Tennessee,Email,Within SLA,30,Denver/CO,Martha,Y,Y,53,2
QLU-45711608-S-096502-qy,Duff Gianilli,Neutral,0,10/16/2020 0:00,0.442997685,Billing Question,Baltimore,Maryland,Chatbot,Within SLA,43,Baltimore/MD,Becky,N,N,0,0
NGR-49449188-T-704850-dj,Kelsey Crosfeld,Neutral,7,10/23/2020 0:00,0.442997685,Billing Question,Shawnee Mission,Kansas,Call-Center,Within SLA,10,Los Angeles/CA,Diane,Y,N,55,4
CRU-52568617-v-939842-nk,Talyah Moody,Very Negative,0,10/20/2020 0:00,0.48599537,Payments,Huntington Beach,California,Call-Center,Within SLA,20,Los Angeles/CA,Martha,Y,Y,77,5
MCH-03806431-g-417962-oW,Cale Vynoll,Negative,0,10/24/2020 0:00,0.48599537,Billing Question,Jefferson City,Missouri,Web,Below SLA,44,Baltimore/MD,Becky,Y,Y,46,3
GCK-24035548-y-313506-yK,Zulema Allan,Negative,0,10/27/2020 0:00,0.487997685,Billing Question,San Jose,California,Chatbot,Within SLA,44,Los Angeles/CA,Greg,N,N,0,0
QCD-40531541-b-132769-Pe,Leonidas Longmore,Very Negative,0,10/21/2020 0:00,0.487997685,Service Outage,Rockford,Illinois,Web,Below SLA,44,Los Angeles/CA,Martha,Y,Y,39,4
ZRA-87765525-Z-246668-6j,Reube Gerb,Neutral,0,10/30/2020 0:00,0.497002315,Billing Question,Los Angeles,California,Email,Below SLA,19,Los Angeles/CA,Greg,Y,Y,13,3
GPR-47149202-1-875925-oM,Winn Atwill,Very Negative,0,10/10/2020 0:00,0.497002315,Payments,Spring,Texas,Call-Center,Below SLA,37,Los Angeles/CA,Jim,Y,Y,84,5
BRD-78967431-W-525712-FC,Willette Charlewood,Very Positive,0,10/6/2020 0:00,0.497002315,Billing Question,Oklahoma City,Oklahoma,Chatbot,Within SLA,9,Los Angeles/CA,Dan,Y,Y,60,3
UGB-88761937-0-329497-K6,Osmund Phin,Very Negative,0,10/14/2020 0:00,0.497002315,Billing Question,Santa Cruz,California,Email,Above SLA,16,Baltimore/MD,Dan,Y,Y,32,5
BNT-00913433-H-070220-P8,Jaimie Ennion,Neutral,0,10/17/2020 0:00,0.532997685,Billing Question,San Antonio,Texas,Chatbot,Within SLA,10,Baltimore/MD,Stewart,N,N,0,0
TZP-15447344-4-619058-sH,Andrea Hurll,Negative,0,10/19/2020 0:00,0.532997685,Billing Question,Atlanta,Georgia,Email,Below SLA,44,Los Angeles/CA,Greg,N,N,0,0
RVF-59038450-T-545632-hS,Margaux Grane,Neutral,0,10/6/2020 0:00,0.597002315,Billing Question,Louisville,Kentucky,Chatbot,Below SLA,21,Baltimore/MD,Joe,N,N,0,0
TDI-08072346-w-165418-1g,Wally Merigon,Very Negative,0,10/1/2020 0:00,0.597002315,Billing Question,Montgomery,Alabama,Call-Center,Below SLA,37,Denver/CO,Dan,Y,Y,67,4
IYD-25558466-N-774646-lv,Claudie Chantler,Neutral,8,10/20/2020 0:00,0.59900463,Billing Question,Gulfport,Mississippi,Call-Center,Within SLA,25,Los Angeles/CA,Stewart,Y,N,94,4
KCA-39866749-Q-513710-RV,Kimbra Hearnaman,Neutral,0,10/4/2020 0:00,0.59900463,Payments,Port Charlotte,Florida,Call-Center,Within SLA,25,Chicago/IL,Stewart,Y,Y,92,1
TLA-78250284-X-053510-EM,Humphrey Rideout,Neutral,7,10/9/2020 0:00,0.61400463,Service Outage,Loretto,Minnesota,Chatbot,Below SLA,45,Denver/CO,Becky,Y,Y,35,3
HHF-87967396-e-227090-D4,Franchot Murden,Positive,8,10/24/2020 0:00,0.61400463,Billing Question,Tuscaloosa,Alabama,Call-Center,Within SLA,11,Los Angeles/CA,Diane,Y,Y,57,5
CXW-54470843-a-836914-52,Rustin McNickle,Positive,8,10/15/2020 0:00,0.617002315,Billing Question,Abilene,Texas,Call-Center,Within SLA,9,Baltimore/MD,Stewart,N,N,0,0
YLD-92931494-W-684551-Cd,Mirella Gowenlock,Very Positive,0,10/2/2020 0:00,0.617002315,Billing Question,Alexandria,Louisiana,Call-Center,Within SLA,38,Los Angeles/CA,Jim,Y,Y,15,4
VNC-23331606-d-069455-ib,Annabela Paice,Very Negative,0,10/15/2020 0:00,0.617997685,Billing Question,Sacramento,California,Chatbot,Within SLA,14,Baltimore/MD,Becky,Y,N,54,5
WGF-18750580-1-191647-u3,Ransell Antonignetti,Neutral,5,10/5/2020 0:00,0.617997685,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,40,Los Angeles/CA,Greg,Y,Y,99,1
KZW-99505143-O-917959-ce,Emory Mapplebeck,Neutral,6,10/7/2020 0:00,0.64599537,Payments,Las Vegas,Nevada,Call-Center,Within SLA,29,Baltimore/MD,Martha,N,N,0,0
ZTS-50087109-C-112010-wM,Annora Dufty,Neutral,5,10/18/2020 0:00,0.64599537,Billing Question,Toledo,Ohio,Email,Within SLA,21,Chicago/IL,Jim,N,N,0,0
GCA-72758301-x-111563-wr,Joshia Spendley,Very Negative,3,10/19/2020 0:00,0.66400463,Billing Question,Sunnyvale,California,Chatbot,Below SLA,10,Baltimore/MD,Martha,N,N,0,0
AOS-05481302-l-552930-A6,Chrissie Malbon,Positive,8,10/3/2020 0:00,0.66400463,Billing Question,Anchorage,Alaska,Email,Within SLA,16,Los Angeles/CA,Martha,N,N,0,0
WRD-13566207-P-391746-t6,Margaretta Boggon,Neutral,0,10/17/2020 0:00,0.667997685,Billing Question,Van Nuys,California,Chatbot,Below SLA,30,Baltimore/MD,Martha,N,N,0,0
FXO-35952023-y-078785-VL,Rhonda Dominico,Negative,6,10/20/2020 0:00,0.667997685,Billing Question,Mesa,Arizona,Call-Center,Within SLA,29,Chicago/IL,Becky,Y,Y,78,5
WUM-22260831-f-048011-I2,Deva Joan,Negative,0,10/5/2020 0:00,0.69400463,Billing Question,Irvine,California,Chatbot,Within SLA,15,Los Angeles/CA,Greg,N,N,0,0
SPG-77054693-4-591963-ff,Lind Pendock,Very Positive,9,10/20/2020 0:00,0.69400463,Billing Question,Panama City,Florida,Email,Within SLA,5,Los Angeles/CA,Jim,Y,N,35,5
AHD-60667522-3-992166-Dp,Malinde Schrei,Very Negative,1,10/1/2020 0:00,0.702002315,Billing Question,Baton Rouge,Louisiana,Chatbot,Within SLA,29,Los Angeles/CA,Becky,N,N,0,0
ZWQ-92238882-f-419345-Q1,Sansone Burress,Negative,0,10/10/2020 0:00,0.702002315,Billing Question,Jackson,Tennessee,Web,Above SLA,23,Los Angeles/CA,Stewart,Y,Y,33,5
TDP-75646954-T-438698-qa,Standford Doel,Positive,0,10/17/2020 0:00,0.70599537,Billing Question,Little Rock,Arkansas,Web,Within SLA,14,Baltimore/MD,Greg,Y,Y,72,5
YOV-02341985-k-199718-ke,Vivien Rainforth,Negative,6,10/20/2020 0:00,0.70599537,Billing Question,El Paso,Texas,Email,Within SLA,42,Baltimore/MD,Joe,Y,N,82,1
WZN-67138408-U-901068-eI,Peyter Olivera,Neutral,0,10/30/2020 0:00,0.72599537,Billing Question,Springfield,Ohio,Web,Below SLA,17,Los Angeles/CA,Greg,N,N,0,0
SPV-97033222-3-708233-cw,Maurene Akeherst,Negative,6,10/2/2020 0:00,0.72599537,Billing Question,Flushing,New York,Web,Above SLA,16,Los Angeles/CA,Greg,Y,Y,115,5
LAM-73121687-Z-233698-r1,Glenden Killingback,Neutral,0,10/12/2020 0:00,0.735,Billing Question,Boise,Idaho,Call-Center,Within SLA,27,Denver/CO,Diane,Y,Y,64,3
HDT-40137551-q-028497-Hh,Christoph Zelland,Very Positive,10,10/14/2020 0:00,0.735,Billing Question,Rochester,New York,Email,Within SLA,33,Los Angeles/CA,Martha,N,N,0,0
XTZ-43199413-K-910915-JA,Trey Oxenham,Negative,0,10/10/2020 0:00,0.74099537,Billing Question,Seattle,Washington,Email,Below SLA,45,Chicago/IL,Jim,Y,Y,71,2
IMZ-84012607-z-703889-rr,Dulsea Gaythor,Negative,5,10/29/2020 0:00,0.74099537,Billing Question,Nashville,Tennessee,Web,Below SLA,17,Baltimore/MD,Becky,Y,N,50,3
JZW-64869056-R-229751-xl,Charlean Endecott,Negative,0,10/29/2020 0:00,0.397002315,Billing Question,Cleveland,Ohio,Chatbot,Below SLA,37,Los Angeles/CA,Greg,Y,Y,116,2
OSJ-70898582-g-465624-EO,Karlik Templar,Positive,8,10/6/2020 0:00,0.397002315,Billing Question,Arlington,Texas,Chatbot,Within SLA,5,Baltimore/MD,Martha,Y,Y,52,5
DBB-77640708-j-993156-Sz,Dana Paolinelli,Negative,0,10/20/2020 0:00,0.402997685,Billing Question,Bryan,Texas,Call-Center,Below SLA,33,Los Angeles/CA,Greg,Y,Y,112,5
TYM-69677723-O-127439-0K,Vikki Gillings,Very Negative,3,10/30/2020 0:00,0.402997685,Billing Question,Ann Arbor,Michigan,Chatbot,Within SLA,43,Los Angeles/CA,Stewart,Y,Y,116,3
MWU-66328811-e-325711-qm,Leela Brugman,Very Negative,1,10/15/2020 0:00,0.41099537,Billing Question,Fort Lauderdale,Florida,Email,Above SLA,29,Los Angeles/CA,Becky,Y,N,112,2
JNO-03999384-m-928476-q7,Willamina McCollum,Negative,0,10/30/2020 0:00,0.41099537,Billing Question,Pensacola,Florida,Email,Within SLA,40,Denver/CO,Dan,Y,Y,53,4
LUT-31060724-F-058002-4j,Percy Borne,Negative,5,10/10/2020 0:00,0.415,Billing Question,Fort Worth,Texas,Email,Within SLA,38,Baltimore/MD,Diane,Y,Y,12,3
ZBU-83490431-q-385709-F5,Gloria Tullot,Positive,0,10/6/2020 0:00,0.415,Billing Question,Brooklyn,New York,Call-Center,Above SLA,20,Baltimore/MD,Joe,Y,N,120,4
